Phone Number,Customer_Category,Priority_Score,Priority_Level,Customer_Value_Score,Satisfaction_Score,Risk_Score,Upsell_Priority_Encoded
769-7779,STANDARD_UPSELL,30.587479062527734,LOW,0.011749581250554714,0.3,0.2,5
977-9877,STANDARD_UPSELL,30.542628385901047,LOW,0.010852567718020914,0.3,0.2,5
759-9777,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.013133623211636122,0.3,0.3,1
785-5856,STANDARD_UPSELL,30.523049940382524,LOW,0.010460998807650466,0.3,0.0,5
768-7587,STANDARD_UPSELL,30.7206623272053,LOW,0.01441324654410599,0.3,0.0,5
767-8598,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.01423162804569953,0.3,0.5,1
797-7787,PRIORITY_UPSELL_RETENTION,85.35045444238698,HIGH,0.011681814746232661,0.0,0.8,4
797-8765,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.012821262870774138,0.3,0.3,1
785-7957,STANDARD_UPSELL,30.91067328621424,LOW,0.018213465724284825,0.3,0.0,5
986-7678,STANDARD_UPSELL,30.69344535179493,LOW,0.01386890703589863,0.3,0.2,5
779-5957,PRIORITY_UPSELL_RETENTION,85.44041941070017,HIGH,0.014680647023339198,0.4,0.7,4
766-8979,STANDARD_UPSELL,30.651198222508874,LOW,0.013023964450177462,0.3,0.0,5
757-5797,STANDARD_UPSELL,30.510984799159985,LOW,0.010219695983199665,0.3,0.0,5
775-9587,PRIORITY_UPSELL_RETENTION,85.53827045092565,HIGH,0.017942348364188457,0.4,0.7,4
785-5688,STANDARD_UPSELL,31.02129255046489,LOW,0.02042585100929778,0.4,0.0,5
797-7957,STANDARD_UPSELL,30.668453867837023,LOW,0.013369077356740474,0.3,0.0,5
766-9875,STANDARD_UPSELL,30.54823545508578,LOW,0.010964709101715618,0.3,0.2,5
756-7659,STANDARD_UPSELL,30.95981877728641,LOW,0.01919637554572822,0.3,0.0,5
777-7975,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.014760352759291814,0.3,0.3,1
758-7756,PRIORITY_UPSELL_RETENTION,85.36988098206469,HIGH,0.012329366068822935,0.0,0.7,4
976-7699,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.01680024530828696,0.3,0.5,1
799-7756,STANDARD_UPSELL,30.583361138593734,LOW,0.011667222771874658,0.3,0.2,5
985-7589,DO_NOT_DISTURB,4.5,MINIMAL,0.019208313899381917,0.7,0.2,0
766-7568,STANDARD_UPSELL,31.083695797294595,LOW,0.021673915945891912,0.3,0.0,5
777-9697,GENTLE_UPSELL,50.499794897894155,MEDIUM,0.012494872447353918,0.7,0.2,2
755-6955,STANDARD_UPSELL,30.832655357414936,LOW,0.01665310714829872,0.3,0.2,5
759-5988,STANDARD_UPSELL,30.625670163355586,LOW,0.012513403267111707,0.3,0.2,5
787-6756,STANDARD_UPSELL,30.92975389447469,LOW,0.018595077889493796,0.3,0.2,5
777-7576,PRIORITY_UPSELL_RETENTION,85.4798809678429,HIGH,0.015996032261430107,0.0,0.7,4
777-7586,STANDARD_UPSELL,30.77437901813153,LOW,0.015487580362630567,0.3,0.0,5
776-9577,PRIORITY_UPSELL_RETENTION,85.6158225365866,HIGH,0.020527417886220298,0.0,0.5,4
975-5976,PRIORITY_UPSELL_RETENTION,85.3180733035423,HIGH,0.010602443451410357,0.0,0.7,4
775-5658,STANDARD_UPSELL,30.667273523080837,LOW,0.013345470461616762,0.7,0.2,5
978-8557,STANDARD_UPSELL,30.987021683029027,LOW,0.01974043366058052,0.3,0.2,5
987-7757,MINIMAL_CONTACT,10.493084212987704,MINIMAL,0.016436140432923425,0.3,0.5,3
787-5977,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.018031246054695423,0.3,0.5,1
778-7799,STANDARD_UPSELL,30.453283879538816,LOW,0.009065677590776314,0.3,0.2,5
759-5897,GENTLE_UPSELL,50.57474549565592,MEDIUM,0.014368637391397947,0.7,0.2,2
778-6986,DO_NOT_DISTURB,4.5,MINIMAL,0.012161871419227211,0.7,0.2,0
786-6588,STANDARD_UPSELL,30.63313218475023,LOW,0.012662643695004604,0.3,0.2,5
979-9777,DO_NOT_DISTURB,4.5,MINIMAL,0.013464501210693376,0.7,0.0,0
785-6757,STANDARD_UPSELL,30.846732952625334,LOW,0.016934659052506663,0.3,0.0,5
775-7698,STANDARD_UPSELL,30.28204916537081,LOW,0.0056409833074162466,0.3,0.2,5
798-9787,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.018007366985055697,0.3,0.3,1
958-7857,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.016891403337183176,0.3,0.5,1
985-5657,STANDARD_UPSELL,30.631915584859325,LOW,0.012638311697186518,0.3,0.0,5
977-9578,GENTLE_UPSELL,50.71318487561737,MEDIUM,0.017829621890434248,0.7,0.0,2
755-5667,GENTLE_UPSELL,50.561021450492554,MEDIUM,0.014025536262313763,0.7,0.0,2
778-8786,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.014816501260299654,0.3,0.3,1
975-6777,STANDARD_UPSELL,30.749650378330106,LOW,0.014993007566602129,0.3,0.2,5
797-6558,STANDARD_UPSELL,31.006071680150058,LOW,0.02012143360300114,0.3,0.2,5
796-9579,PRIORITY_UPSELL_RETENTION,85.34447949537642,HIGH,0.01148264984588058,0.4,0.7,4
795-6967,PRIORITY_UPSELL_RETENTION,85.40985751039356,HIGH,0.013661917013118625,0.0,0.8,4
796-5995,PRIORITY_UPSELL_RETENTION,85.27209879241208,HIGH,0.009069959747069294,0.4,0.7,4
985-7988,STANDARD_UPSELL,30.82053087492803,LOW,0.0164106174985606,0.3,0.2,5
758-5798,STANDARD_UPSELL,30.621731363336483,LOW,0.01243462726672963,0.3,0.0,5
978-5875,STANDARD_UPSELL,30.68095788747091,LOW,0.013619157749418223,0.7,0.0,5
788-7777,STANDARD_UPSELL,30.75370287916345,LOW,0.015074057583268931,0.3,0.2,5
799-7859,STANDARD_UPSELL,30.88951171397286,LOW,0.01779023427945714,0.3,0.0,5
777-7868,GENTLE_UPSELL,50.602291195165456,MEDIUM,0.015057279879136434,0.7,0.2,2
759-8888,STANDARD_UPSELL,30.58316735518279,LOW,0.011663347103655849,0.3,0.2,5
976-9757,STANDARD_UPSELL,30.70603343375293,LOW,0.01412066867505855,0.3,0.0,5
777-9987,STANDARD_UPSELL,30.31169565641669,LOW,0.006233913128333789,0.3,0.2,5
976-7576,STANDARD_UPSELL,30.74389955534854,LOW,0.014877991106970813,0.3,0.2,5
786-7796,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.012375229917885528,0.3,0.3,1
798-9989,STANDARD_UPSELL,31.09329400015004,LOW,0.021865880003000753,0.3,0.0,5
798-6557,STANDARD_UPSELL,30.87698598051177,LOW,0.017539719610235417,0.3,0.0,5
767-7969,PRIORITY_UPSELL_RETENTION,85.60325999839036,HIGH,0.020108666613012055,0.1,0.5,4
795-7787,STANDARD_UPSELL,30.708275813880835,LOW,0.01416551627761668,0.3,0.2,5
765-7787,DO_NOT_DISTURB,4.5,MINIMAL,0.019020225405989466,0.7,0.0,0
795-7999,STANDARD_UPSELL,30.466434232899935,LOW,0.009328684657998739,0.3,0.0,5
777-5977,PRIORITY_UPSELL_RETENTION,85.36674607687732,HIGH,0.012224869229244028,0.0,1.0,4
769-8579,STANDARD_UPSELL,30.576358359658375,LOW,0.01152716719316752,0.3,0.0,5
799-6897,STANDARD_UPSELL,30.582182890608202,LOW,0.011643657812164015,0.3,0.2,5
797-7558,DO_NOT_DISTURB,4.5,MINIMAL,0.013355363284424507,0.7,0.2,0
797-6857,STANDARD_UPSELL,30.81881376877642,LOW,0.016376275375528382,0.3,0.0,5
795-6586,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.016000146328086644,0.4,0.3,1
765-9879,STANDARD_UPSELL,30.81832655739319,LOW,0.01636653114786378,0.3,0.0,5
799-7889,DO_NOT_DISTURB,4.5,MINIMAL,0.017335527634615815,0.7,0.2,0
765-5795,STANDARD_UPSELL,30.805662201565944,LOW,0.01611324403131888,0.5,0.2,5
799-7857,STANDARD_UPSELL,30.758959792588303,LOW,0.015179195851766074,0.3,0.0,5
757-5959,STANDARD_UPSELL,30.74150985765588,LOW,0.014830197153117605,0.3,0.0,5
957-6568,DO_NOT_DISTURB,4.5,MINIMAL,0.015749971442567616,0.7,0.2,0
987-5975,STANDARD_UPSELL,30.532706026880934,LOW,0.010654120537618666,0.3,0.2,5
798-6857,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.015317380294531878,0.3,0.5,1
799-7897,STANDARD_UPSELL,30.86331051808127,LOW,0.017266210361625414,0.3,0.2,5
796-5567,PRIORITY_UPSELL_RETENTION,85.52266835051631,HIGH,0.017422278350543642,0.0,1.0,4
778-9655,STANDARD_UPSELL,30.618413976927748,LOW,0.012368279538554978,0.3,0.0,5
777-9685,PRIORITY_UPSELL_RETENTION,85.55289410245449,HIGH,0.0184298034151496,0.1,0.5,4
757-5875,DO_NOT_DISTURB,4.5,MINIMAL,0.015650869038122933,0.7,0.2,0
769-8787,MINIMAL_CONTACT,10.415138069630732,MINIMAL,0.013837935654357729,0.3,0.3,3
755-5898,STANDARD_UPSELL,30.74664008480697,LOW,0.014932801696139428,0.3,0.2,5
775-7775,STANDARD_UPSELL,30.661855914445443,LOW,0.01323711828890888,0.3,0.2,5
777-5986,STANDARD_UPSELL,31.03066820244328,LOW,0.020613364048865608,0.3,0.0,5
989-7578,STANDARD_UPSELL,30.85493489989259,LOW,0.01709869799785178,0.3,0.0,5
797-9968,DO_NOT_DISTURB,4.5,MINIMAL,0.012900567373282743,0.7,0.2,0
757-7858,STANDARD_UPSELL,30.59931606472462,LOW,0.01198632129449237,0.3,0.0,5
979-9589,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.01076310582647191,0.3,0.5,1
799-7585,DO_NOT_DISTURB,4.5,MINIMAL,0.012448897024301943,0.7,0.2,0
785-5797,STANDARD_UPSELL,30.776213190923762,LOW,0.015524263818475246,0.3,0.2,5
758-5699,PRIORITY_UPSELL_RETENTION,85.3920042748474,HIGH,0.01306680916157984,0.0,0.8,4
778-7889,STANDARD_UPSELL,30.53265052935152,LOW,0.01065301058703039,0.3,0.2,5
778-7657,STANDARD_UPSELL,30.868310123244513,LOW,0.01736620246489028,0.3,0.0,5
795-5776,PRIORITY_UPSELL_RETENTION,85.38385228875138,HIGH,0.012795076291712632,0.0,0.5,4
789-6775,GENTLE_UPSELL,50.648901443513026,MEDIUM,0.016222536087825583,0.7,0.0,2
759-5798,PRIORITY_UPSELL_RETENTION,85.35038484061015,HIGH,0.011679494687005118,0.0,0.8,4
778-6779,STANDARD_UPSELL,31.00651347170749,LOW,0.020130269434149757,0.3,0.2,5
797-9968,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.009823716861572959,0.3,0.5,1
797-7799,PRIORITY_UPSELL_RETENTION,85.31886046434676,HIGH,0.010628682144891618,0.4,0.7,4
779-6759,PRIORITY_UPSELL_RETENTION,85.36259864204554,HIGH,0.012086621401518128,0.0,0.7,4
777-9975,DO_NOT_DISTURB,4.5,MINIMAL,0.0154687262958959,0.7,0.2,0
985-7577,DO_NOT_DISTURB,3.5,MINIMAL,0.019806133008333147,0.8999999999999999,0.2,0
777-9756,GENTLE_UPSELL,50.408226122731755,MEDIUM,0.01020565306829393,0.7,0.0,2
778-6556,STANDARD_UPSELL,30.564659763163604,LOW,0.011293195263272094,0.3,0.0,5
759-7898,STANDARD_UPSELL,30.745541930395483,LOW,0.014910838607909685,0.7,0.0,5
796-7578,STANDARD_UPSELL,30.753242514525077,LOW,0.015064850290501535,0.3,0.2,5
759-6878,STANDARD_UPSELL,30.827763189097816,LOW,0.01655526378195628,0.3,0.2,5
987-6577,PRIORITY_UPSELL_RETENTION,85.42739559995616,HIGH,0.01424651999853874,0.0,0.5,4
977-6857,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.01741045629389351,0.3,0.3,1
778-7988,STANDARD_UPSELL,30.97524682095725,LOW,0.01950493641914499,0.4,0.0,5
975-6595,STANDARD_UPSELL,30.693619867057077,LOW,0.013872397341141552,0.3,0.0,5
777-7977,STANDARD_UPSELL,30.63303650230936,LOW,0.012660730046187152,0.3,0.2,5
797-5597,STANDARD_UPSELL,30.752601496394398,LOW,0.01505202992788794,0.3,0.0,5
788-8585,STANDARD_UPSELL,30.732058649666833,LOW,0.014641172993336655,0.3,0.2,5
976-8799,STANDARD_UPSELL,30.523320359551374,LOW,0.010466407191027465,0.3,0.0,5
797-6697,STANDARD_UPSELL,30.693549275319036,LOW,0.013870985506380723,0.3,0.2,5
778-9769,GENTLE_UPSELL,50.488955772933174,MEDIUM,0.012223894323329376,0.7,0.2,2
979-7577,PRIORITY_UPSELL_RETENTION,85.51086590958752,HIGH,0.01702886365291764,0.0,0.8,4
988-7977,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.013739525614148457,0.3,0.3,1
986-5575,STANDARD_UPSELL,30.722047448102764,LOW,0.014440948962055238,0.3,0.0,5
977-7755,PRIORITY_UPSELL_RETENTION,85.53992040039388,HIGH,0.017997346679796272,0.0,0.5,4
767-5556,STANDARD_UPSELL,30.758069262643613,LOW,0.01516138525287223,0.3,0.0,5
799-5766,STANDARD_UPSELL,30.6250326351678,LOW,0.012500652703355979,0.3,0.2,5
985-7778,STANDARD_UPSELL,30.69659868085294,LOW,0.013931973617058831,0.3,0.2,5
768-9877,PRIORITY_UPSELL_RETENTION,85.63666187230842,HIGH,0.021222062410281,0.0,0.5,4
777-7979,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.017801863408739856,0.4,0.3,1
777-9677,STANDARD_UPSELL,30.65926465956124,LOW,0.01318529319122486,0.3,0.2,5
776-9968,STANDARD_UPSELL,30.839154131359205,LOW,0.01678308262718413,0.3,0.0,5
985-5887,STANDARD_UPSELL,30.981055413843613,LOW,0.01962110827687226,0.3,0.2,5
795-7785,STANDARD_UPSELL,30.83178786378368,LOW,0.016635757275673624,0.3,0.0,5
778-5797,STANDARD_UPSELL,30.730938255800083,LOW,0.014618765116001667,0.3,0.0,5
777-9789,STANDARD_UPSELL,30.912948936498605,LOW,0.018258978729972085,0.3,0.2,5
776-5988,PRIORITY_UPSELL_RETENTION,85.42417010254029,HIGH,0.01413900341800961,0.0,0.7,4
795-7679,STANDARD_UPSELL,30.99459688964737,LOW,0.019891937792947338,0.3,0.2,5
778-9596,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.01488984339208716,0.3,0.5,1
985-5876,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.010290724006200153,0.3,0.3,1
987-7779,STANDARD_UPSELL,30.587375384634072,LOW,0.011747507692681444,0.3,0.2,5
989-7958,GENTLE_UPSELL,50.30032055904337,MEDIUM,0.0075080139760843245,0.7,0.0,2
765-5867,DO_NOT_DISTURB,4.5,MINIMAL,0.014972338854999172,0.7,0.2,0
755-5578,PRIORITY_UPSELL_RETENTION,85.4707940397469,HIGH,0.01569313465823011,0.0,0.5,4
989-5898,STANDARD_UPSELL,30.738333439783126,LOW,0.01476666879566252,0.3,0.2,5
768-7756,STANDARD_UPSELL,30.442781446477063,LOW,0.008855628929541264,0.3,0.2,5
769-8777,DO_NOT_DISTURB,4.5,MINIMAL,0.013891729565781141,0.7,0.2,0
788-9777,PRIORITY_UPSELL_RETENTION,85.51110001480498,HIGH,0.017036667160166035,0.0,0.7,4
775-7759,STANDARD_UPSELL,30.46612313316968,LOW,0.00932246266339361,0.3,0.2,5
765-8886,DO_NOT_DISTURB,4.5,MINIMAL,0.010765298596570104,0.7,0.0,0
978-9885,STANDARD_UPSELL,30.376829280865962,LOW,0.00753658561731927,0.3,0.2,5
777-7779,STANDARD_UPSELL,30.768371182758337,LOW,0.015367423655166747,0.3,0.2,5
797-5576,STANDARD_UPSELL,30.649737752702546,LOW,0.01299475505405093,0.3,0.2,5
788-7786,STANDARD_UPSELL,30.61404071953492,LOW,0.012280814390698416,0.3,0.0,5
797-9995,STANDARD_UPSELL,30.498561051565733,LOW,0.009971221031314662,0.3,0.2,5
798-9877,STANDARD_UPSELL,30.70123125297092,LOW,0.014024625059418398,0.3,0.2,5
765-8778,STANDARD_UPSELL,30.707632089488882,LOW,0.014152641789777678,0.3,0.0,5
978-8969,PRIORITY_UPSELL_RETENTION,85.2802226974938,HIGH,0.009340756583126424,0.4,0.7,4
977-7988,STANDARD_UPSELL,30.57686677586654,LOW,0.011537335517330802,0.3,0.2,5
758-9898,STANDARD_UPSELL,30.9041074849921,LOW,0.01808214969984196,0.3,0.0,5
777-7788,PRIORITY_UPSELL_RETENTION,85.4564252307491,HIGH,0.015214174358303583,0.0,0.5,4
778-7777,STANDARD_UPSELL,30.597868862151316,LOW,0.01195737724302634,0.3,0.2,5
986-8995,STANDARD_UPSELL,30.801910101846616,LOW,0.016038202036932285,0.3,0.2,5
989-5587,STANDARD_UPSELL,30.833947935243913,LOW,0.01667895870487826,0.3,0.0,5
798-7675,STANDARD_UPSELL,30.905217561772254,LOW,0.01810435123544509,0.3,0.0,5
799-5767,STANDARD_UPSELL,31.086646402742325,LOW,0.021732928054846522,0.3,0.2,5
798-9999,STANDARD_UPSELL,30.62424897004361,LOW,0.01248497940087216,0.3,0.2,5
767-7757,STANDARD_UPSELL,30.624121701211457,LOW,0.012482434024229131,0.3,0.2,5
767-5778,STANDARD_UPSELL,31.11080612475487,LOW,0.02221612249509738,0.3,0.0,5
986-6789,STANDARD_UPSELL,30.620792004316026,LOW,0.012415840086320558,0.3,0.0,5
795-5898,STANDARD_UPSELL,30.692030153802197,LOW,0.013840603076043905,0.3,0.2,5
777-7777,DO_NOT_DISTURB,4.5,MINIMAL,0.009068788586947698,0.7,0.2,0
795-7776,DO_NOT_DISTURB,4.5,MINIMAL,0.014640346887655184,0.7,0.0,0
798-6788,STANDARD_UPSELL,30.922843822182173,LOW,0.01845687644364346,0.5,0.0,5
779-7598,GENTLE_UPSELL,50.42063453890729,MEDIUM,0.010515863472682116,0.4,0.0,2
797-9958,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.016712442022588488,0.3,0.5,1
778-6959,PRIORITY_UPSELL_RETENTION,85.41684706820087,HIGH,0.01389490227336202,0.0,0.5,4
977-5677,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.009077003238349476,0.3,0.5,1
988-5778,PRIORITY_UPSELL_RETENTION,85.39718200284452,HIGH,0.013239400094817246,0.1,0.5,4
989-7856,PRIORITY_UPSELL_RETENTION,85.49708777252523,HIGH,0.01656959241750798,0.0,1.0,4
765-5899,STANDARD_UPSELL,30.725197101575624,LOW,0.014503942031512498,0.4,0.0,5
777-7769,STANDARD_UPSELL,30.68193186725378,LOW,0.013638637345075573,0.3,0.0,5
768-8555,STANDARD_UPSELL,30.528261803542144,LOW,0.010565236070842903,0.3,0.2,5
797-6875,STANDARD_UPSELL,30.640743899837588,LOW,0.012814877996751791,0.3,0.0,5
798-7878,STANDARD_UPSELL,30.987333396515226,LOW,0.019746667930304544,0.5,0.2,5
979-9576,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.0149839752497177,0.3,0.3,1
778-7577,STANDARD_UPSELL,30.605627374886375,LOW,0.012112547497727473,0.3,0.0,5
758-8578,STANDARD_UPSELL,30.861171342957224,LOW,0.017223426859144478,0.3,0.2,5
769-6787,GENTLE_UPSELL,50.754848983431046,MEDIUM,0.018871224585776173,0.7,0.0,2
988-9799,STANDARD_UPSELL,30.93424077030619,LOW,0.018684815406123823,0.3,0.0,5
779-7999,DO_NOT_DISTURB,4.5,MINIMAL,0.01200553505311839,0.7,0.0,0
758-9959,STANDARD_UPSELL,30.33887521914361,LOW,0.006777504382872215,0.3,0.2,5
799-8857,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.01850301235838008,0.3,0.3,1
759-9889,STANDARD_UPSELL,30.930057406573823,LOW,0.01860114813147643,0.3,0.0,5
775-9799,DO_NOT_DISTURB,4.5,MINIMAL,0.018558531583114074,0.7,0.0,0
778-8977,PRIORITY_UPSELL_RETENTION,85.41384771180869,HIGH,0.013794923726956222,0.0,0.7,4
767-9987,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.012070257952771786,0.3,0.3,1
759-7569,STANDARD_UPSELL,30.623991626062278,LOW,0.012479832521245543,0.3,0.2,5
758-9958,STANDARD_UPSELL,30.62813152097843,LOW,0.012562630419568663,0.3,0.2,5
779-7698,GENTLE_UPSELL,50.577187920385086,MEDIUM,0.014429698009627153,0.7,0.0,2
757-7897,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.010026800191482336,0.3,0.5,1
998-6995,GENTLE_UPSELL,50.49350011660391,MEDIUM,0.012337502915097847,0.7,0.0,2
998-7789,STANDARD_UPSELL,30.861528560049255,LOW,0.01723057120098507,0.3,0.2,5
996-8958,STANDARD_UPSELL,30.86050454056282,LOW,0.01721009081125646,0.3,0.2,5
787-9959,PRIORITY_UPSELL_RETENTION,85.44465127649967,HIGH,0.014821709216655477,0.0,0.5,4
768-9596,GENTLE_UPSELL,50.57884498229003,MEDIUM,0.014471124557250767,0.7,0.0,2
765-9987,GENTLE_UPSELL,50.41866339066197,MEDIUM,0.010466584766549302,0.7,0.0,2
799-9769,STANDARD_UPSELL,30.78321440004909,LOW,0.015664288000981807,0.3,0.2,5
985-9789,STANDARD_UPSELL,30.65383348226762,LOW,0.013076669645352368,0.3,0.2,5
775-9899,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.010503205487609567,0.3,0.3,1
755-9577,STANDARD_UPSELL,30.45996818800444,LOW,0.009199363760088737,0.3,0.0,5
757-7869,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.014484889686532212,0.3,0.3,1
769-9995,PRIORITY_UPSELL_RETENTION,85.45164218334526,HIGH,0.015054739444842025,0.0,1.0,4
798-9599,STANDARD_UPSELL,30.52442976719354,LOW,0.01048859534387077,0.3,0.2,5
985-7996,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.01728588747238354,0.3,0.3,1
997-9957,STANDARD_UPSELL,30.887806505725802,LOW,0.017756130114516055,0.3,0.2,5
989-7599,PRIORITY_UPSELL_RETENTION,85.35694091472337,HIGH,0.011898030490779046,0.0,1.0,4
798-5959,PRIORITY_UPSELL_RETENTION,85.31797662850704,HIGH,0.010599220950234543,0.0,1.0,4
755-7559,STANDARD_UPSELL,30.764716686728327,LOW,0.015294333734566554,0.4,0.0,5
985-7779,STANDARD_UPSELL,30.66383907313992,LOW,0.013276781462798336,0.3,0.0,5
799-5997,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.02046243008595345,0.3,0.3,1
775-8968,STANDARD_UPSELL,30.483944520068306,LOW,0.0096788904013661,0.3,0.0,5
759-9889,STANDARD_UPSELL,30.573332260552437,LOW,0.011466645211048716,0.3,0.0,5
765-9899,STANDARD_UPSELL,30.828791819705117,LOW,0.01657583639410233,0.3,0.2,5
759-9579,DO_NOT_DISTURB,3.5,MINIMAL,0.02200676866823346,0.8999999999999999,0.0,0
997-7978,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.012049652084795217,0.3,0.5,1
995-5975,STANDARD_UPSELL,30.789751081211172,LOW,0.01579502162422344,0.3,0.2,5
758-8959,PRIORITY_UPSELL_RETENTION,85.53642216593639,HIGH,0.017880738864546292,0.4,0.5,4
768-9979,STANDARD_UPSELL,30.67696531072923,LOW,0.013539306214584615,0.3,0.0,5
777-9967,STANDARD_UPSELL,31.00086964940442,LOW,0.020017392988088443,0.3,0.0,5
779-7955,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.0100418673490443,0.3,0.3,1
999-5677,STANDARD_UPSELL,30.692150520044173,LOW,0.013843010400883465,0.3,0.2,5
999-9578,PRIORITY_UPSELL_RETENTION,85.46406686293656,HIGH,0.01546889543121892,0.0,0.5,4
788-6999,PRIORITY_UPSELL_RETENTION,85.35359607126524,HIGH,0.011786535708841469,0.0,0.7,4
985-9559,STANDARD_UPSELL,30.80701807037662,LOW,0.016140361407532396,0.3,0.2,5
995-9997,STANDARD_UPSELL,30.58049204559582,LOW,0.01160984091191635,0.3,0.2,5
779-9575,STANDARD_UPSELL,30.725893598037942,LOW,0.014517871960758804,0.3,0.2,5
988-9598,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.013695435021040571,0.3,0.3,1
787-6987,STANDARD_UPSELL,30.363846035212184,LOW,0.007276920704243669,0.3,0.2,5
755-6599,PRIORITY_UPSELL_RETENTION,85.43469457221653,HIGH,0.014489819073884436,0.0,0.7,4
797-7799,DO_NOT_DISTURB,4.5,MINIMAL,0.012185665938764415,0.7,0.0,0
989-7599,STANDARD_UPSELL,30.89619740599653,LOW,0.01792394811993063,0.3,0.2,5
787-9769,STANDARD_UPSELL,30.706249302947846,LOW,0.014124986058956885,0.3,0.2,5
779-9786,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.021355864158474947,0.3,0.5,1
787-9589,STANDARD_UPSELL,30.87831659668668,LOW,0.01756633193373359,0.3,0.2,5
767-9869,STANDARD_UPSELL,30.498922896456364,LOW,0.009978457929127273,0.3,0.2,5
799-9655,PRIORITY_UPSELL_RETENTION,85.29513260362832,HIGH,0.009837753454277023,0.0,0.7,4
989-9599,STANDARD_UPSELL,30.54613192675201,LOW,0.010922638535040257,0.3,0.2,5
759-9799,STANDARD_UPSELL,30.7222971130822,LOW,0.01444594226164397,0.3,0.2,5
988-9995,STANDARD_UPSELL,30.96627719196317,LOW,0.01932554383926336,0.3,0.2,5
999-8798,STANDARD_UPSELL,30.566748501234,LOW,0.011334970024679989,0.3,0.2,5
779-9985,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.011702519442808158,0.3,0.5,1
798-6989,STANDARD_UPSELL,30.683709967124255,LOW,0.013674199342485106,0.3,0.2,5
999-5859,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.01554914396967941,0.3,0.5,1
787-5999,MINIMAL_CONTACT,10.484205358213606,MINIMAL,0.016140178607120213,0.3,0.5,3
789-9756,STANDARD_UPSELL,30.760101928009227,LOW,0.015202038560184542,0.3,0.0,5
999-9897,STANDARD_UPSELL,30.70883134682593,LOW,0.014176626936518649,0.3,0.2,5
786-7589,STANDARD_UPSELL,30.55883190257176,LOW,0.011176638051435189,0.3,0.2,5
788-7569,STANDARD_UPSELL,30.724043916090682,LOW,0.014480878321813615,0.3,0.0,5
989-7956,PRIORITY_UPSELL_RETENTION,85.4596840366581,HIGH,0.015322801221936978,0.5,0.5,4
778-9996,DO_NOT_DISTURB,4.5,MINIMAL,0.018908630191925912,0.7,0.0,0
759-9696,GENTLE_UPSELL,50.43499789198527,MEDIUM,0.010874947299631767,0.7,0.2,2
997-9885,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.018941067792032636,0.3,0.5,1
986-9798,STANDARD_UPSELL,30.783818522780212,LOW,0.01567637045560426,0.3,0.2,5
769-9895,STANDARD_UPSELL,31.03060251475271,LOW,0.02061205029505426,0.3,0.0,5
789-5789,STANDARD_UPSELL,30.6207626974462,LOW,0.012415253948923994,0.3,0.2,5
995-5797,STANDARD_UPSELL,30.53791650541885,LOW,0.010758330108376969,0.3,0.0,5
777-9765,STANDARD_UPSELL,30.589854513037587,LOW,0.011797090260751701,0.7999999999999999,0.0,5
989-5999,STANDARD_UPSELL,30.85709434577286,LOW,0.017141886915457205,0.3,0.0,5
989-7978,FIX_FIRST_THEN_UPSELL,79.0,HIGH,0.016974833024461962,0.3,0.3,1
985-5689,MINIMAL_CONTACT,10.446620872601544,MINIMAL,0.014887362420051453,0.3,0.3,3
999-9585,STANDARD_UPSELL,30.93665885347066,LOW,0.0187331770694132,0.3,0.0,5
