Phone Number,Customer_Category,Priority_Score,Satisfaction_Score,Customer_Value_Score,Account Length,Total_Charges
798-7875,DO_NOT_DISTURB,4.5,0.7,0.018461681475671676,220,73.48
976-5797,DO_NOT_DISTURB,4.5,0.7,0.010986547484133264,92,52.87
795-5587,DO_NOT_DISTURB,4.5,0.7,0.015433981609141379,232,61.37
758-8759,DO_NOT_DISTURB,3.5,0.8999999999999999,0.015210080692633254,266,58.269999999999996
787-8878,DO_NOT_DISTURB,4.5,0.7,0.01644748511339746,223,65.77000000000001
796-5775,DO_NOT_DISTURB,4.5,0.7,0.016706330913191007,200,68.02
778-7886,DO_NOT_DISTURB,4.5,0.7,0.014632405787933376,229,58.309999999999995
798-9995,DO_NOT_DISTURB,3.5,0.8999999999999999,0.01345640178334549,266,53.870000000000005
989-9987,DO_NOT_DISTURB,4.5,0.7,0.01609960631385368,229,63.91
757-7587,DO_NOT_DISTURB,4.5,0.7,0.01736005382069515,223,69.36
778-7759,DO_NOT_DISTURB,4.5,0.7,0.013366187680947298,203,54.91
979-9857,DO_NOT_DISTURB,4.5,0.7,0.009904334979311135,203,43.239999999999995
777-7555,DO_NOT_DISTURB,4.5,0.7,0.016478649768666677,222,65.93
779-5877,DO_NOT_DISTURB,4.5,0.7,0.015724390115168085,203,63.81
977-5867,DO_NOT_DISTURB,4.5,0.7,0.01787920427881471,222,72.5
778-9877,DO_NOT_DISTURB,4.5,0.7,0.011831794666847396,223,48.60999999999999
797-7856,DO_NOT_DISTURB,4.5,0.7,0.017379025672089803,92,76.18
976-7787,DO_NOT_DISTURB,4.5,0.7,0.013610890016400413,222,55.029999999999994
775-9587,DO_NOT_DISTURB,4.5,0.7,0.016856662428131497,226,67.59
778-7589,DO_NOT_DISTURB,4.5,0.7,0.015139329376529712,222,61.10999999999999
757-5555,DO_NOT_DISTURB,4.5,0.7,0.01273331129209682,222,51.25
797-9875,DO_NOT_DISTURB,4.5,0.7,0.015242824385856123,92,67.67
775-7557,DO_NOT_DISTURB,4.5,0.7,0.01333157891849375,93,60.279999999999994
988-5587,DO_NOT_DISTURB,4.5,0.7,0.012936811854570006,232,52.03
797-6779,DO_NOT_DISTURB,4.5,0.7,0.017558394915529407,202,70.75999999999999
989-9997,DO_NOT_DISTURB,3.5,0.8999999999999999,0.017585923715137078,262,68.46000000000001
797-5795,DO_NOT_DISTURB,4.5,0.7,0.014424272580619521,229,57.97
759-9995,DO_NOT_DISTURB,3.5,0.8999999999999999,0.0149718614734449,263,59.8
757-7855,DO_NOT_DISTURB,4.5,0.7,0.011875275148347828,203,49.27
755-7798,DO_NOT_DISTURB,4.5,0.7,0.015180156399869757,202,63.19
785-7955,DO_NOT_DISTURB,4.5,0.7,0.01865022827517141,222,74.39
787-7775,DO_NOT_DISTURB,4.5,0.7,0.01322788962321994,232,52.78
955-5865,DO_NOT_DISTURB,4.5,0.7,0.021367304033378297,226,84.43
795-6795,DO_NOT_DISTURB,3.5,0.8999999999999999,0.013806522173608452,262,54.099999999999994
797-8775,DO_NOT_DISTURB,4.5,0.7,0.015424333445203844,92,70.24000000000001
799-8675,DO_NOT_DISTURB,4.5,0.7,0.01903541338859637,233,75.25
779-8598,DO_NOT_DISTURB,4.5,0.7,0.01389606637726502,202,57.169999999999995
797-8776,DO_NOT_DISTURB,4.5,0.7,0.014004132125049803,203,57.339999999999996
978-5797,DO_NOT_DISTURB,4.5,0.7,0.014190737045265214,92,65.82
978-7587,DO_NOT_DISTURB,4.5,0.7,0.02304282249707764,222,90.60000000000001
765-7565,DO_NOT_DISTURB,4.5,0.7,0.01435785751464408,222,57.739999999999995
758-9558,DO_NOT_DISTURB,4.5,0.7,0.011894379102144022,220,48.540000000000006
755-9797,DO_NOT_DISTURB,4.5,0.7,0.016209422313055256,222,64.67
799-5659,DO_NOT_DISTURB,4.5,0.7,0.01715462706702689,203,69.83
985-7755,DO_NOT_DISTURB,4.5,0.7,0.014460232845238848,232,56.870000000000005
766-7869,DO_NOT_DISTURB,4.5,0.7,0.017324209212621438,223,69.2
788-5758,DO_NOT_DISTURB,4.5,0.7,0.01450199920630495,223,58.809999999999995
799-7997,DO_NOT_DISTURB,4.5,0.7,0.02090491366706371,239,81.22
957-7585,DO_NOT_DISTURB,4.5,0.7,0.019302104129787095,203,77.74
757-9556,DO_NOT_DISTURB,4.0,0.7999999999999999,0.0107185736234379,93,49.92
988-5787,DO_NOT_DISTURB,4.5,0.7,0.017265821827937157,229,68.46000000000001
795-5788,DO_NOT_DISTURB,4.5,0.7,0.011661967477815201,223,47.71999999999999
778-7787,DO_NOT_DISTURB,4.5,0.7,0.014009486936090422,223,56.86
986-6788,DO_NOT_DISTURB,4.5,0.7,0.017645925763792723,203,70.89
778-7687,DO_NOT_DISTURB,4.5,0.7,0.010899187640115873,232,44.699999999999996
957-7579,DO_NOT_DISTURB,4.5,0.7,0.014327549445285876,230,57.04
787-9579,DO_NOT_DISTURB,4.5,0.7,0.007539026897315028,229,33.11
775-5558,DO_NOT_DISTURB,4.5,0.7,0.010466726174320219,92,50.39999999999999
765-7998,DO_NOT_DISTURB,4.5,0.7,0.019771660660289035,222,78.42
777-7677,DO_NOT_DISTURB,3.5,0.8999999999999999,0.0160652419909359,262,62.19
777-9985,DO_NOT_DISTURB,4.5,0.7,0.010042574511197664,92,50.10999999999999
777-7967,DO_NOT_DISTURB,4.5,0.7,0.019936916628609264,202,79.54
797-8656,DO_NOT_DISTURB,4.5,0.7,0.0151419626608932,90,69.13
787-5577,DO_NOT_DISTURB,4.5,0.7,0.017060457418708194,232,67.45
988-7676,DO_NOT_DISTURB,4.5,0.7,0.01520061567277972,222,61.32
797-7899,DO_NOT_DISTURB,4.5,0.7,0.014283060921211866,209,58.15
989-9885,DO_NOT_DISTURB,4.5,0.7,0.017713922174701722,229,71.46
788-7787,DO_NOT_DISTURB,4.5,0.7,0.0104816464458071,92,50.00999999999999
795-5867,DO_NOT_DISTURB,4.5,0.7,0.0149556340460738,220,60.19
777-7777,DO_NOT_DISTURB,4.5,0.7,0.018858992629332497,222,74.63
799-8589,DO_NOT_DISTURB,4.5,0.7,0.020877628693584577,222,82.11
757-9888,DO_NOT_DISTURB,4.5,0.7,0.01712237840467843,236,69.07999999999998
797-7879,DO_NOT_DISTURB,4.5,0.7,0.019555759860063887,223,77.60000000000001
777-7799,DO_NOT_DISTURB,4.5,0.7,0.012909670744753094,92,58.76
779-6968,DO_NOT_DISTURB,4.5,0.7,0.016905414752611633,223,69.37
777-5987,DO_NOT_DISTURB,4.5,0.7,0.013956423162657087,220,56.33
788-5858,DO_NOT_DISTURB,4.5,0.7,0.01175522714323674,203,48.449999999999996
758-5978,DO_NOT_DISTURB,4.5,0.7,0.01380338379728447,222,55.49999999999999
798-9877,DO_NOT_DISTURB,4.5,0.7,0.010404652456336781,226,44.129999999999995
798-5889,DO_NOT_DISTURB,4.5,0.7,0.015773710351485344,93,70.10999999999999
798-7558,DO_NOT_DISTURB,4.5,0.7,0.011976948161851199,99,56.099999999999994
755-9759,DO_NOT_DISTURB,4.5,0.7,0.012120168273548634,222,49.49999999999999
769-6875,DO_NOT_DISTURB,3.5,0.8999999999999999,0.01645362082156889,260,64.13
775-5789,DO_NOT_DISTURB,4.5,0.7,0.01279913027215928,93,59.07
799-7887,DO_NOT_DISTURB,4.0,0.7999999999999999,0.016307219186203446,93,71.17
789-7759,DO_NOT_DISTURB,4.5,0.7,0.007724119188600222,223,34.0
958-6979,DO_NOT_DISTURB,3.5,0.8999999999999999,0.012592670137136507,293,48.99999999999999
777-9878,DO_NOT_DISTURB,4.5,0.7,0.014977008156660618,223,59.97
785-5987,DO_NOT_DISTURB,4.5,0.7,0.01937910730979477,220,76.98
977-9779,DO_NOT_DISTURB,4.0,0.7999999999999999,0.01804114779417792,222,70.95
796-7659,DO_NOT_DISTURB,4.0,0.7999999999999999,0.01734586327041441,203,69.23
797-7878,DO_NOT_DISTURB,4.5,0.7,0.023428501326381735,226,92.16
987-9767,DO_NOT_DISTURB,4.5,0.7,0.015435052209711041,223,61.15
766-6757,DO_NOT_DISTURB,4.5,0.7,0.01298462611811281,93,60.62
779-5997,DO_NOT_DISTURB,4.5,0.7,0.008261945469385338,223,34.98
975-5558,DO_NOT_DISTURB,4.5,0.7,0.019119618475079234,206,76.92
798-7979,DO_NOT_DISTURB,4.5,0.7,0.012191590107791075,223,49.18
797-7858,DO_NOT_DISTURB,4.5,0.7,0.016942812442323662,92,76.37
767-6695,DO_NOT_DISTURB,4.0,0.7999999999999999,0.012320716519003207,220,49.21
775-8767,DO_NOT_DISTURB,4.5,0.7,0.020356873650125104,223,80.39999999999999
978-6755,DO_NOT_DISTURB,4.0,0.7999999999999999,0.018230097279048247,93,78.12
775-5596,DO_NOT_DISTURB,4.5,0.7,0.017899217921411005,202,72.06
798-9887,DO_NOT_DISTURB,4.5,0.7,0.016306389520503096,232,64.06
988-7885,DO_NOT_DISTURB,4.5,0.7,0.007060581616592357,233,31.57
796-6755,DO_NOT_DISTURB,4.0,0.7999999999999999,0.020604202280231364,200,81.85
979-9688,DO_NOT_DISTURB,4.5,0.7,0.01412666953661775,222,56.489999999999995
799-7778,DO_NOT_DISTURB,4.5,0.7,0.0183616356817231,202,74.36999999999999
767-7595,DO_NOT_DISTURB,4.5,0.7,0.013040284198690756,230,53.4
798-5976,DO_NOT_DISTURB,4.5,0.7,0.015746603545662232,232,62.730000000000004
758-7586,DO_NOT_DISTURB,4.5,0.7,0.015097942050460158,93,67.83
779-5779,DO_NOT_DISTURB,4.5,0.7,0.020211072216057245,233,79.44
795-7597,DO_NOT_DISTURB,4.5,0.7,0.016371618383065202,233,65.07
755-5875,DO_NOT_DISTURB,4.5,0.7,0.01666696803440386,230,66.41000000000001
979-9779,DO_NOT_DISTURB,4.5,0.7,0.012010230319561924,229,48.86
777-5995,DO_NOT_DISTURB,4.5,0.7,0.013870346702713972,232,55.98
989-7977,DO_NOT_DISTURB,4.5,0.7,0.019018317574808423,222,75.21
778-7599,DO_NOT_DISTURB,4.5,0.7,0.015053328567160247,233,60.099999999999994
795-6878,DO_NOT_DISTURB,4.5,0.7,0.01608050882084094,220,64.48
768-9587,DO_NOT_DISTURB,4.5,0.7,0.022098539041566303,232,86.92999999999999
798-7565,DO_NOT_DISTURB,4.5,0.7,0.015184936101796175,226,60.779999999999994
778-9577,DO_NOT_DISTURB,4.5,0.7,0.018549566308682385,206,74.75
767-7779,DO_NOT_DISTURB,4.5,0.7,0.016829972818316122,222,67.16999999999999
799-6578,DO_NOT_DISTURB,4.5,0.7,0.017561575689897486,226,69.69999999999999
797-7659,DO_NOT_DISTURB,4.5,0.7,0.010658902823688553,233,45.31999999999999
795-5596,DO_NOT_DISTURB,4.5,0.7,0.016950976833372298,230,67.64
798-5788,DO_NOT_DISTURB,4.5,0.7,0.011913294676848625,92,56.129999999999995
977-5878,DO_NOT_DISTURB,4.5,0.7,0.011750189183646812,202,49.099999999999994
777-7766,DO_NOT_DISTURB,4.5,0.7,0.019424799642618038,222,76.66
985-8875,DO_NOT_DISTURB,4.5,0.7,0.015175771377044936,202,62.22
789-5988,DO_NOT_DISTURB,4.5,0.7,0.02014081234809808,222,79.46
795-6799,DO_NOT_DISTURB,4.5,0.7,0.02099172905733428,233,81.89999999999999
779-9978,DO_NOT_DISTURB,4.5,0.7,0.014699693246868286,222,59.16
789-5889,DO_NOT_DISTURB,4.5,0.7,0.015900073349357776,222,63.96
775-6977,DO_NOT_DISTURB,4.5,0.7,0.01265204785455603,233,50.64000000000001
758-7689,DO_NOT_DISTURB,4.5,0.7,0.017235013519747676,226,68.51
989-7786,DO_NOT_DISTURB,4.5,0.7,0.019598894615887832,222,77.36999999999999
776-5988,DO_NOT_DISTURB,3.5,0.8999999999999999,0.02136396926735417,293,80.87
779-7689,DO_NOT_DISTURB,4.5,0.7,0.01893949815713452,232,76.15
798-6857,DO_NOT_DISTURB,4.5,0.7,0.017735443425816035,223,70.44000000000001
989-7557,DO_NOT_DISTURB,4.5,0.7,0.01904853378504359,232,75.45
758-5789,DO_NOT_DISTURB,4.5,0.7,0.015549235425651035,239,61.33
978-8778,DO_NOT_DISTURB,4.5,0.7,0.016399479576814768,232,64.61
785-6857,DO_NOT_DISTURB,4.0,0.7999999999999999,0.012637858308027623,223,50.410000000000004
798-7876,DO_NOT_DISTURB,3.5,0.8999999999999999,0.013468457089956094,260,53.529999999999994
755-6868,DO_NOT_DISTURB,4.5,0.7,0.011485605433986804,202,47.96
777-7897,DO_NOT_DISTURB,4.5,0.7,0.019058196889820425,92,82.81
758-7555,DO_NOT_DISTURB,4.5,0.7,0.01961816942150326,222,77.98
777-7757,DO_NOT_DISTURB,4.5,0.7,0.013007415148042004,223,52.53999999999999
766-9577,DO_NOT_DISTURB,4.5,0.7,0.014357306518322554,222,57.91
795-9878,DO_NOT_DISTURB,4.5,0.7,0.017556363713154118,223,70.01999999999998
779-9669,DO_NOT_DISTURB,4.5,0.7,0.019909137445841565,209,79.19
986-8759,DO_NOT_DISTURB,4.5,0.7,0.014656745374624632,206,59.300000000000004
977-7778,DO_NOT_DISTURB,4.5,0.7,0.015429306410741347,222,61.38
797-9987,DO_NOT_DISTURB,4.5,0.7,0.012276746028691044,93,56.74
988-8955,DO_NOT_DISTURB,4.5,0.7,0.011716883260942407,92,54.9
799-7898,DO_NOT_DISTURB,4.5,0.7,0.011939504406884698,222,49.82
755-6565,DO_NOT_DISTURB,4.5,0.7,0.015206452636712567,220,61.03
758-9577,DO_NOT_DISTURB,4.5,0.7,0.012385117887564058,222,50.28
788-8897,DO_NOT_DISTURB,4.5,0.7,0.017406142606945355,226,68.64
985-9577,DO_NOT_DISTURB,4.5,0.7,0.01328918150661609,200,54.79
785-9657,DO_NOT_DISTURB,4.5,0.7,0.01581721319954244,230,63.089999999999996
779-5557,DO_NOT_DISTURB,4.0,0.7999999999999999,0.016212553015626227,220,64.14
785-9997,DO_NOT_DISTURB,4.5,0.7,0.013809197608592273,99,61.79
798-9986,DO_NOT_DISTURB,4.5,0.7,0.02011409751433381,236,78.44
786-8778,DO_NOT_DISTURB,4.5,0.7,0.016838110837703563,232,66.72999999999999
767-8695,DO_NOT_DISTURB,4.5,0.7,0.01883130275107179,220,75.1
975-7578,DO_NOT_DISTURB,4.5,0.7,0.01620956004514905,232,63.84
786-5689,DO_NOT_DISTURB,4.5,0.7,0.011789299972894947,222,48.23
779-7585,DO_NOT_DISTURB,3.5,0.8999999999999999,0.013065338180142796,266,50.2
977-7998,DO_NOT_DISTURB,4.5,0.7,0.018107285076179546,92,78.69
979-7995,DO_NOT_DISTURB,4.5,0.7,0.01839190840760532,202,75.1
755-5679,DO_NOT_DISTURB,3.5,0.8999999999999999,0.013830426629741002,266,53.39
767-7859,DO_NOT_DISTURB,4.5,0.7,0.01674159570441935,226,66.92999999999999
759-6799,DO_NOT_DISTURB,4.5,0.7,0.011776715544760535,233,49.190000000000005
768-5799,DO_NOT_DISTURB,4.5,0.7,0.01976108515823125,203,79.71
799-9995,DO_NOT_DISTURB,4.5,0.7,0.01758905374482121,222,69.87
757-5589,DO_NOT_DISTURB,4.5,0.7,0.019534445861699078,202,79.13
777-7599,DO_NOT_DISTURB,4.5,0.7,0.017607822916742934,223,70.0
978-7755,DO_NOT_DISTURB,3.5,0.8999999999999999,0.013418213846110454,290,50.94
776-8797,DO_NOT_DISTURB,4.5,0.7,0.014333613676309776,200,58.58999999999999
768-5758,DO_NOT_DISTURB,4.5,0.7,0.016748854397927507,206,67.95
759-5777,DO_NOT_DISTURB,4.5,0.7,0.014310325937139958,93,64.69999999999999
797-7596,DO_NOT_DISTURB,4.0,0.7999999999999999,0.01576424098410645,206,63.05
767-9967,DO_NOT_DISTURB,4.5,0.7,0.017189191173818813,222,68.68
975-5865,DO_NOT_DISTURB,4.0,0.7999999999999999,0.016466053429746347,202,65.72
775-5979,DO_NOT_DISTURB,4.5,0.7,0.011797945797675175,93,55.44
796-9989,DO_NOT_DISTURB,4.5,0.7,0.008658983266738496,226,37.58
765-7779,DO_NOT_DISTURB,4.5,0.7,0.012845447118385183,223,52.029999999999994
797-6999,DO_NOT_DISTURB,4.5,0.7,0.014420505829748322,226,57.91
977-7895,DO_NOT_DISTURB,4.5,0.7,0.020252919847272025,232,79.36
796-5587,DO_NOT_DISTURB,4.5,0.7,0.013110855946012185,223,54.74
797-9986,DO_NOT_DISTURB,4.5,0.7,0.020883518723638066,232,82.17
775-5886,DO_NOT_DISTURB,4.5,0.7,0.016993340811592518,222,67.94000000000001
975-9857,DO_NOT_DISTURB,4.5,0.7,0.007946011303369091,239,34.19
785-5957,DO_NOT_DISTURB,4.5,0.7,0.010579603447345551,99,49.87
778-9978,DO_NOT_DISTURB,4.5,0.7,0.010909735657918142,90,52.4
798-7989,DO_NOT_DISTURB,4.5,0.7,0.020677964519947013,223,81.53999999999999
776-9875,DO_NOT_DISTURB,4.5,0.7,0.01250938161454445,220,50.470000000000006
775-9788,DO_NOT_DISTURB,4.5,0.7,0.0150551531105707,223,60.86
758-9775,DO_NOT_DISTURB,4.5,0.7,0.010562859226232879,93,50.03
777-6589,DO_NOT_DISTURB,4.5,0.7,0.019934647074070045,222,78.97
766-9956,DO_NOT_DISTURB,4.5,0.7,0.012785345064717114,222,51.93000000000001
759-9755,DO_NOT_DISTURB,4.5,0.7,0.012833079139527664,92,59.17
989-5877,DO_NOT_DISTURB,4.5,0.7,0.012634220504340985,202,51.88999999999999
759-9995,DO_NOT_DISTURB,4.5,0.7,0.020858257767851072,232,81.57
755-5966,DO_NOT_DISTURB,4.5,0.7,0.012836008037913495,93,58.66
756-9786,DO_NOT_DISTURB,4.5,0.7,0.016972515798664517,222,67.59
958-7785,DO_NOT_DISTURB,4.5,0.7,0.02203761394717573,220,86.92999999999999
789-8898,DO_NOT_DISTURB,4.5,0.7,0.011527379255461524,92,53.870000000000005
775-8957,DO_NOT_DISTURB,4.5,0.7,0.013282168027556256,233,53.400000000000006
988-9599,DO_NOT_DISTURB,3.5,0.8999999999999999,0.020936043513162,292,78.2
775-5998,DO_NOT_DISTURB,4.5,0.7,0.012382842713449804,233,51.06999999999999
988-9575,DO_NOT_DISTURB,4.5,0.7,0.010886027410357841,93,51.879999999999995
786-5759,DO_NOT_DISTURB,4.5,0.7,0.013465769491384436,233,54.059999999999995
987-8875,DO_NOT_DISTURB,3.5,0.8999999999999999,0.018587859191840368,263,71.49
789-5579,DO_NOT_DISTURB,4.5,0.7,0.020182410512336248,222,79.69
776-9665,DO_NOT_DISTURB,4.5,0.7,0.012739556001057606,202,52.97
778-8565,DO_NOT_DISTURB,3.5,0.8999999999999999,0.01811464066988412,292,68.42999999999999
977-9879,DO_NOT_DISTURB,4.5,0.7,0.01545342687354184,233,62.77
799-7777,DO_NOT_DISTURB,4.5,0.7,0.017022622346597592,233,67.75
778-7978,DO_NOT_DISTURB,4.0,0.7999999999999999,0.012870524162204265,232,50.34
798-9789,DO_NOT_DISTURB,4.5,0.7,0.013828680105014193,236,55.48
975-7989,DO_NOT_DISTURB,4.5,0.7,0.017391061733281362,223,68.92
989-8885,DO_NOT_DISTURB,3.5,0.8999999999999999,0.012302314981422662,293,48.059999999999995
789-7658,DO_NOT_DISTURB,4.5,0.7,0.01714098702812499,222,68.39999999999999
759-9689,DO_NOT_DISTURB,4.5,0.7,0.017366455396676323,222,69.10000000000001
777-6575,DO_NOT_DISTURB,4.5,0.7,0.010964198353012149,92,52.00999999999999
989-9999,DO_NOT_DISTURB,4.5,0.7,0.013048702859444244,202,53.73
795-7987,DO_NOT_DISTURB,4.5,0.7,0.019949563887563766,222,79.03000000000002
797-7796,DO_NOT_DISTURB,4.5,0.7,0.014707941002100607,223,58.85
775-5858,DO_NOT_DISTURB,4.5,0.7,0.015743742771145562,202,64.13
789-9685,DO_NOT_DISTURB,4.5,0.7,0.014646876686921216,230,58.65
798-6888,DO_NOT_DISTURB,4.5,0.7,0.015220109557050701,222,61.63999999999999
756-7877,DO_NOT_DISTURB,4.5,0.7,0.013664768571485322,232,55.21
778-8859,DO_NOT_DISTURB,4.0,0.7999999999999999,0.02005234342878021,232,78.06
776-5955,DO_NOT_DISTURB,4.5,0.7,0.01518041452329105,90,67.32
787-9786,DO_NOT_DISTURB,4.5,0.7,0.013895984637669058,230,56.08
769-7959,DO_NOT_DISTURB,4.5,0.7,0.012319017372875662,233,49.86
985-9789,DO_NOT_DISTURB,4.5,0.7,0.014045154462051731,203,57.69
985-5589,DO_NOT_DISTURB,4.5,0.7,0.01465783387462728,200,62.01
797-7979,DO_NOT_DISTURB,4.5,0.7,0.02062021983663013,222,81.8
787-7887,DO_NOT_DISTURB,4.5,0.7,0.01892434750692432,229,75.01
755-6775,DO_NOT_DISTURB,4.5,0.7,0.015441059732804161,223,61.63999999999999
989-9775,DO_NOT_DISTURB,4.5,0.7,0.01943975710254167,223,77.34
769-5579,DO_NOT_DISTURB,4.5,0.7,0.011912895750596904,226,49.38999999999999
978-7557,DO_NOT_DISTURB,4.5,0.7,0.017746323853043207,233,70.13
757-7785,DO_NOT_DISTURB,4.5,0.7,0.013835195577460045,233,54.83
757-6766,DO_NOT_DISTURB,4.5,0.7,0.012399623736993689,233,50.04
796-9979,DO_NOT_DISTURB,4.5,0.7,0.021004994742319583,239,81.59
769-5797,DO_NOT_DISTURB,4.5,0.7,0.020783616921816263,230,82.08999999999999
797-8677,DO_NOT_DISTURB,4.5,0.7,0.013583416963304918,232,55.53999999999999
767-7979,DO_NOT_DISTURB,3.5,0.8999999999999999,0.017117251164543656,263,66.34
778-7557,DO_NOT_DISTURB,4.5,0.7,0.013272379180786095,232,53.44
989-5799,DO_NOT_DISTURB,4.5,0.7,0.016892060912482115,203,68.63999999999999
989-6588,DO_NOT_DISTURB,4.5,0.7,0.01946489866662633,236,77.11
979-7996,DO_NOT_DISTURB,4.5,0.7,0.01112248268473853,96,52.83
778-5859,DO_NOT_DISTURB,4.5,0.7,0.015276701289483814,232,61.160000000000004
977-7567,DO_NOT_DISTURB,4.5,0.7,0.012442035964761393,236,51.97
759-8788,DO_NOT_DISTURB,4.5,0.7,0.01625738342446659,93,71.9
795-5779,DO_NOT_DISTURB,4.5,0.7,0.020019449029845184,223,79.17999999999999
757-5995,DO_NOT_DISTURB,4.5,0.7,0.013679591417976075,229,55.02
986-9788,DO_NOT_DISTURB,4.5,0.7,0.008113256496105427,93,43.160000000000004
788-8998,DO_NOT_DISTURB,4.5,0.7,0.01998568735564954,232,78.36999999999999
758-9567,DO_NOT_DISTURB,4.5,0.7,0.014619285692611865,233,58.080000000000005
777-7885,DO_NOT_DISTURB,4.5,0.7,0.010186837699352214,223,42.33
979-5587,DO_NOT_DISTURB,4.5,0.7,0.016756703006535062,223,67.13000000000001
988-7899,DO_NOT_DISTURB,4.0,0.7999999999999999,0.017007033310236466,90,74.00999999999999
798-5798,DO_NOT_DISTURB,4.5,0.7,0.01719576666657818,222,68.76
777-7879,DO_NOT_DISTURB,4.5,0.7,0.013793803689269746,93,62.10999999999999
798-8777,DO_NOT_DISTURB,4.5,0.7,0.017585461111478684,222,70.13000000000001
758-9876,DO_NOT_DISTURB,4.5,0.7,0.01630962754288467,222,65.28999999999999
797-5577,DO_NOT_DISTURB,4.5,0.7,0.02234906890711833,202,88.5
769-7656,DO_NOT_DISTURB,4.5,0.7,0.017184659365294144,222,67.78
779-9577,DO_NOT_DISTURB,4.5,0.7,0.013858425193940448,93,62.089999999999996
788-9779,DO_NOT_DISTURB,4.5,0.7,0.013274674762276093,202,54.53
788-9989,DO_NOT_DISTURB,4.0,0.7999999999999999,0.01882913284692973,93,80.8
796-9559,DO_NOT_DISTURB,4.0,0.7999999999999999,0.01382218758031574,239,53.800000000000004
786-8997,DO_NOT_DISTURB,4.5,0.7,0.018173383226885133,239,71.37
986-8965,DO_NOT_DISTURB,4.5,0.7,0.017114014598428214,203,69.3
958-7866,DO_NOT_DISTURB,4.5,0.7,0.019208313899381917,223,76.49
767-9757,DO_NOT_DISTURB,4.5,0.7,0.012161871419227211,222,49.849999999999994
757-6798,DO_NOT_DISTURB,4.5,0.7,0.013464501210693376,92,61.169999999999995
779-5659,DO_NOT_DISTURB,4.5,0.7,0.019020225405989466,93,81.83
799-8998,DO_NOT_DISTURB,4.5,0.7,0.013355363284424507,222,54.58
955-7959,DO_NOT_DISTURB,4.5,0.7,0.017335527634615815,222,69.61
789-8767,DO_NOT_DISTURB,4.5,0.7,0.015749971442567616,232,62.839999999999996
775-7889,DO_NOT_DISTURB,4.5,0.7,0.015650869038122933,209,63.67
779-7795,DO_NOT_DISTURB,4.5,0.7,0.012900567373282743,222,54.0
799-7777,DO_NOT_DISTURB,4.5,0.7,0.012448897024301943,222,50.94
779-7779,DO_NOT_DISTURB,4.5,0.7,0.0154687262958959,93,69.05
797-7975,DO_NOT_DISTURB,3.5,0.8999999999999999,0.019806133008333147,260,76.80000000000001
769-7779,DO_NOT_DISTURB,4.5,0.7,0.014972338854999172,206,61.16
768-7587,DO_NOT_DISTURB,4.5,0.7,0.013891729565781141,222,56.55
797-8765,DO_NOT_DISTURB,4.5,0.7,0.010765298596570104,93,51.059999999999995
777-7586,DO_NOT_DISTURB,4.5,0.7,0.009068788586947698,229,37.74
776-9577,DO_NOT_DISTURB,4.5,0.7,0.014640346887655184,203,59.76
975-6777,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04518146114380584,2112,55.6231
795-6967,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.12434220364161981,2211,335.533
985-7988,DO_NOT_DISTURB,4.0,0.7999999999999999,0.020531611401163323,222,49.981100000000005
978-5875,DO_NOT_DISTURB,4.0,0.7999999999999999,0.16897608182256357,222,456.782
767-7969,DO_NOT_DISTURB,4.0,0.7999999999999999,0.0699880194709827,222,57.53999999999999
765-7787,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.11183481306478829,2110,131.743
777-5977,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.10150594622652648,2112,254.233
799-6897,DO_NOT_DISTURB,4.0,0.7999999999999999,0.047498555822178365,112,155.772
757-5959,DO_NOT_DISTURB,4.0,0.7999999999999999,0.04711924834051548,112,148.0111
987-5975,DO_NOT_DISTURB,4.5,0.7,0.06524068513224376,116,256.256
778-6556,DO_NOT_DISTURB,4.0,0.7999999999999999,0.07011967568315082,211,237.66199999999998
759-7898,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.04698679800192728,2211,57.654999999999994
977-6857,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.3600724107348,262,1170.691
777-7977,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.17767546710163962,1111,253.64600000000002
799-5766,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.09991482127230386,2211,163.635
795-7679,DO_NOT_DISTURB,4.0,0.7999999999999999,0.06897165387276352,211,246.6541
765-5867,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0752837058778935,2011,159.164
755-5578,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.36905972016576366,21111,244.82199999999997
768-8555,DO_NOT_DISTURB,4.0,0.7999999999999999,0.13802800470164772,220,347.55400000000003
755-9997,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.0775780854871221,2112,157.7532
775-9799,DO_NOT_DISTURB,3.000000000000001,0.9999999999999999,0.056695209137963394,2119,82.15
799-9987,DO_NOT_DISTURB,4.0,0.7999999999999999,0.07012740527206193,112,243.04999999999998
767-9987,DO_NOT_DISTURB,4.0,0.7999999999999999,0.09141086950619146,222,170.4711
796-5888,DO_NOT_DISTURB,4.0,0.7999999999999999,0.10004460111067998,112,340.233
