Phone Number,Customer_Category,Priority_Score,Priority_Level,Customer_Value_Score,Satisfaction_Score,Risk_Score,CustServ Calls,Account Length,Total_Charges
799-5599,PRIORITY_UPSELL_RETENTION,85.80984168387737,HIGH,0.026994722795912415,0.1,0.8,5,58,108.79
989-6588,PRIORITY_UPSELL_RETENTION,86.19045985344293,HIGH,0.039681995114764154,0.30000000000000004,0.8,6,409,138.19
778-5859,PRIORITY_UPSELL_RETENTION,85.90900872303199,HIGH,0.0303002907677331,0.7000000000000001,0.5,0,457,99.54
987-6987,PRIORITY_UPSELL_RETENTION,85.7857506817393,HIGH,0.026191689391310207,0.5,0.5,0,54,105.09
758-7695,PRIORITY_UPSELL_RETENTION,85.94984869813365,HIGH,0.03166162327112174,0.30000000000000004,0.8,4,450,104.43
799-5959,PRIORITY_UPSELL_RETENTION,85.94475661580053,HIGH,0.03149188719335076,0.7000000000000001,0.5,0,459,104.18
986-9988,PRIORITY_UPSELL_RETENTION,85.83626705860789,HIGH,0.027875568620262935,0.5,0.5,0,84,109.47000000000001
797-5896,PRIORITY_UPSELL_RETENTION,85.81471863987962,HIGH,0.027157287995987215,0.1,0.8,5,89,107.81
788-8998,PRIORITY_UPSELL_RETENTION,86.17797963566198,HIGH,0.03926598785539939,0.30000000000000004,0.8,4,445,134.73999999999998
767-8877,PRIORITY_UPSELL_RETENTION,86.26995788402108,HIGH,0.042331929467369536,0.30000000000000004,0.8,4,444,145.51
758-9567,PRIORITY_UPSELL_RETENTION,85.76691917177304,HIGH,0.025563972392434575,0.1,0.8,4,97,104.08000000000001
776-9785,PRIORITY_UPSELL_RETENTION,86.12292417373669,HIGH,0.03743080579122303,0.5,0.5,0,47,147.85999999999999
766-9889,PRIORITY_UPSELL_RETENTION,86.30754506870096,HIGH,0.043584835623365376,0.7000000000000001,0.5,0,454,149.95999999999998
798-9668,PRIORITY_UPSELL_RETENTION,86.21796107311275,HIGH,0.04059870243709138,0.30000000000000004,0.8,4,478,137.62
797-6595,PRIORITY_UPSELL_RETENTION,86.25263857629147,HIGH,0.041754619209715946,0.30000000000000004,0.8,4,470,142.26
989-9889,PRIORITY_UPSELL_RETENTION,85.73676977060752,HIGH,0.024558992353584067,0.1,0.8,4,95,97.58
769-7587,PRIORITY_UPSELL_RETENTION,86.06360953743534,HIGH,0.03545365124784466,0.1,0.8,4,78,140.79
775-9868,PRIORITY_UPSELL_RETENTION,85.78462973204914,HIGH,0.026154324401638198,0.1,0.8,4,85,107.31
986-7899,PRIORITY_UPSELL_RETENTION,86.25376285326234,HIGH,0.04179209510874486,0.30000000000000004,0.8,4,448,144.01
986-5866,PRIORITY_UPSELL_RETENTION,86.05364619250649,HIGH,0.03512153975021655,0.1,0.8,4,96,137.29
777-5759,PRIORITY_UPSELL_RETENTION,85.92679272341906,HIGH,0.03089309078063508,0.30000000000000004,0.8,4,468,101.25
799-9999,PRIORITY_UPSELL_RETENTION,86.058216615509,HIGH,0.0352738871836331,0.1,0.8,4,74,138.85000000000002
769-7656,PRIORITY_UPSELL_RETENTION,86.01219187857183,HIGH,0.03373972928572748,0.1,0.8,4,44,135.26999999999998
758-7965,PRIORITY_UPSELL_RETENTION,85.8046137100169,HIGH,0.026820457000563184,0.5,0.5,0,44,108.60999999999999
758-5988,PRIORITY_UPSELL_RETENTION,85.94561903789611,HIGH,0.031520634596537055,0.30000000000000004,0.8,4,447,104.52000000000001
778-9976,PRIORITY_UPSELL_RETENTION,86.1791439882325,HIGH,0.03930479960774999,0.30000000000000004,0.8,4,445,134.66
788-9779,PRIORITY_UPSELL_RETENTION,86.17768174129765,HIGH,0.03925605804325488,0.7000000000000001,0.5,0,455,133.47
787-9996,PRIORITY_UPSELL_RETENTION,86.23972115589824,HIGH,0.04132403852994142,0.30000000000000004,0.8,5,445,142.44
789-7997,PRIORITY_UPSELL_RETENTION,86.09127083566034,HIGH,0.036375694522011365,0.1,0.8,6,95,142.63
796-9559,PRIORITY_UPSELL_RETENTION,85.77562991411196,HIGH,0.02585433047039843,0.1,0.8,5,4,106.98
777-7898,PRIORITY_UPSELL_RETENTION,85.81196874687375,HIGH,0.027065624895791684,0.1,0.8,6,98,106.66
757-7775,PRIORITY_UPSELL_RETENTION,86.06500258996849,HIGH,0.035500086332282944,0.1,0.8,5,99,139.03
768-5759,PRIORITY_UPSELL_RETENTION,86.07701988467826,HIGH,0.0359006628226088,0.30000000000000004,0.8,4,460,120.61000000000001
785-9998,PRIORITY_UPSELL_RETENTION,86.03175070159385,HIGH,0.03439169005312821,0.7000000000000001,0.5,0,448,115.74000000000001
988-8569,PRIORITY_UPSELL_RETENTION,86.02604664401275,HIGH,0.03420155480042485,0.30000000000000004,0.8,4,447,114.82
997-9758,PRIORITY_UPSELL_RETENTION,85.80428722895718,HIGH,0.026809574298572603,0.1,0.8,7,99,106.79
775-7999,PRIORITY_UPSELL_RETENTION,85.89870641711215,HIGH,0.029956880570405083,0.1,0.8,5,84,118.77
986-8995,PRIORITY_UPSELL_RETENTION,85.8580272145374,HIGH,0.028600907151246524,0.30000000000000004,0.8,5,454,93.55
799-9898,PRIORITY_UPSELL_RETENTION,85.96671123117717,HIGH,0.03222370770590551,0.30000000000000004,0.8,4,408,109.72
799-9765,PRIORITY_UPSELL_RETENTION,86.05030472758914,HIGH,0.03501015758630445,0.30000000000000004,0.8,4,448,117.61
795-7997,PRIORITY_UPSELL_RETENTION,86.23167918570388,HIGH,0.04105597285679631,0.30000000000000004,0.8,5,477,139.72
779-5885,PRIORITY_UPSELL_RETENTION,86.25020080676362,HIGH,0.04167336022545391,0.30000000000000004,0.8,5,469,141.69
795-9889,PRIORITY_UPSELL_RETENTION,85.92574338091814,HIGH,0.03085811269727106,0.30000000000000004,0.8,4,405,108.23
985-5597,PRIORITY_UPSELL_RETENTION,85.79000779016155,HIGH,0.026333593005385087,0.1,0.8,4,88,107.44
798-5758,PRIORITY_UPSELL_RETENTION,85.81357915076747,HIGH,0.02711930502558244,0.1,0.8,4,57,108.88
795-9589,PRIORITY_UPSELL_RETENTION,85.95848553221582,HIGH,0.03194951774052735,0.30000000000000004,0.8,4,404,108.47000000000001
799-7885,PRIORITY_UPSELL_RETENTION,85.91409586087016,HIGH,0.030469862029005233,0.30000000000000004,0.8,4,450,100.9
999-5977,PRIORITY_UPSELL_RETENTION,85.9777601873357,HIGH,0.03259200624452366,0.30000000000000004,0.8,5,454,108.38999999999999
997-9956,PRIORITY_UPSELL_RETENTION,86.11576222626582,HIGH,0.03719207420886071,0.5,0.5,0,75,145.94
959-9756,PRIORITY_UPSELL_RETENTION,85.77405700881141,HIGH,0.025801900293713584,0.1,0.8,5,88,102.36
759-7957,PRIORITY_UPSELL_RETENTION,86.12545779091587,HIGH,0.03751525969719591,0.1,0.8,4,47,149.39
785-7957,PRIORITY_UPSELL_RETENTION,85.93555448259654,HIGH,0.031185149419884605,0.30000000000000004,0.8,7,445,103.57
785-9766,PRIORITY_UPSELL_RETENTION,86.24606817090469,HIGH,0.041535605696823207,0.30000000000000004,0.8,4,408,144.68
789-8997,PRIORITY_UPSELL_RETENTION,86.06895048019013,HIGH,0.035631682673004025,0.1,0.8,4,40,142.32000000000002
799-9877,PRIORITY_UPSELL_RETENTION,86.26026940085036,HIGH,0.042008980028345556,0.30000000000000004,0.8,4,400,146.56000000000003
799-5989,PRIORITY_UPSELL_RETENTION,86.31051210452229,HIGH,0.043683736817409585,0.30000000000000004,0.8,4,464,149.68
797-8765,PRIORITY_UPSELL_RETENTION,85.78317048585971,HIGH,0.026105682861990477,0.1,0.8,5,55,105.45
766-8979,PRIORITY_UPSELL_RETENTION,85.85313462461902,HIGH,0.028437820820633893,0.5,0.5,0,60,114.64
785-5688,PRIORITY_UPSELL_RETENTION,86.1632163628878,HIGH,0.03877387876292628,0.5,0.5,0,56,153.29
996-7699,PRIORITY_UPSELL_RETENTION,85.92653191608416,HIGH,0.03088439720280537,0.30000000000000004,0.8,4,447,102.42
777-9586,PRIORITY_UPSELL_RETENTION,86.04870091503317,HIGH,0.034956697167772346,0.1,0.8,4,54,139.28
995-5976,PRIORITY_UPSELL_RETENTION,86.31431949241998,HIGH,0.04381064974733299,0.30000000000000004,0.8,4,404,153.42
775-5658,PRIORITY_UPSELL_RETENTION,85.75979048201927,HIGH,0.025326349400642444,0.1,0.8,4,78,102.13
795-6969,PRIORITY_UPSELL_RETENTION,85.80292252488906,HIGH,0.026764084162968663,0.5,0.5,0,76,107.64
796-5995,PRIORITY_UPSELL_RETENTION,85.94158049009052,HIGH,0.0313860163363504,0.30000000000000004,0.8,6,405,106.32
985-7988,PRIORITY_UPSELL_RETENTION,85.73942188290049,HIGH,0.02464739609668302,0.5,0.5,0,87,98.27999999999999
795-7787,PRIORITY_UPSELL_RETENTION,86.26853675721502,HIGH,0.042284558573833786,0.30000000000000004,0.8,4,444,145.07999999999998
769-8579,PRIORITY_UPSELL_RETENTION,85.78977734887933,HIGH,0.026325911629310663,0.1,0.8,5,68,105.52000000000001
778-9655,PRIORITY_UPSELL_RETENTION,86.05876560505895,HIGH,0.035292186835298216,0.30000000000000004,0.8,5,445,119.17999999999999
759-5895,PRIORITY_UPSELL_RETENTION,86.20828155867588,HIGH,0.04027605195586275,0.30000000000000004,0.8,4,400,140.35000000000002
778-9889,PRIORITY_UPSELL_RETENTION,85.93724254563648,HIGH,0.03124141818788257,0.30000000000000004,0.8,5,444,103.74
789-6975,PRIORITY_UPSELL_RETENTION,85.94633354363624,HIGH,0.03154445145454159,0.30000000000000004,0.8,4,477,102.82
778-6799,PRIORITY_UPSELL_RETENTION,85.88845840162415,HIGH,0.029615280054138535,0.30000000000000004,0.8,5,445,97.69000000000001
779-6959,PRIORITY_UPSELL_RETENTION,85.76327113692767,HIGH,0.025442371230922557,0.5,0.5,0,77,102.53
777-9975,PRIORITY_UPSELL_RETENTION,85.87406460985753,HIGH,0.02913548699525098,0.30000000000000004,0.8,4,446,99.59
999-6857,PRIORITY_UPSELL_RETENTION,85.96461081362351,HIGH,0.0321536937874502,0.30000000000000004,0.8,4,458,106.14
988-9997,PRIORITY_UPSELL_RETENTION,86.10637478812951,HIGH,0.03687915960431728,0.1,0.8,5,84,144.63
767-5556,PRIORITY_UPSELL_RETENTION,86.10932566940917,HIGH,0.036977522313639176,0.1,0.8,4,84,144.82999999999998
777-7979,PRIORITY_UPSELL_RETENTION,86.27284346153957,HIGH,0.04242811538465237,0.30000000000000004,0.8,4,455,145.51
795-7699,PRIORITY_UPSELL_RETENTION,86.04846656436715,HIGH,0.03494888547890472,0.1,0.8,4,76,138.04
989-5898,PRIORITY_UPSELL_RETENTION,86.03220183664871,HIGH,0.034406727888290155,0.30000000000000004,0.8,4,470,113.89999999999998
775-7759,PRIORITY_UPSELL_RETENTION,85.99593914056241,HIGH,0.03319797135208061,0.30000000000000004,0.8,4,449,111.0
997-9988,PRIORITY_UPSELL_RETENTION,85.80626227387805,HIGH,0.026875409129268245,0.5,0.5,0,84,106.99000000000001
778-7977,PRIORITY_UPSELL_RETENTION,85.88309396368776,HIGH,0.029436465456258734,0.1,0.8,4,74,116.76
999-5677,PRIORITY_UPSELL_RETENTION,85.92478886710472,HIGH,0.030826295570157345,0.30000000000000004,0.8,4,444,102.53
989-9856,PRIORITY_UPSELL_RETENTION,85.85604159547218,HIGH,0.028534719849072528,0.1,0.8,4,64,113.03999999999999
765-5899,PRIORITY_UPSELL_RETENTION,86.15199840798614,HIGH,0.038399946932871444,0.30000000000000004,0.8,5,447,131.04999999999998
759-6687,PRIORITY_UPSELL_RETENTION,85.45708091640422,HIGH,0.015236030546807637,0.0,0.7,2,68,69.68
759-7569,PRIORITY_UPSELL_RETENTION,85.97362894857775,HIGH,0.03245429828592506,0.30000000000000004,0.5,2,262,113.45
797-7989,PRIORITY_UPSELL_RETENTION,85.31137231383104,HIGH,0.010379077127701555,0.0,1.0,8,22,54.940000000000005
768-9596,PRIORITY_UPSELL_RETENTION,85.49184602760958,HIGH,0.016394867586985988,0.1,0.5,2,22,75.47
787-6859,PRIORITY_UPSELL_RETENTION,85.55197440831552,HIGH,0.01839914694385057,0.6000000000000001,0.7,0,288,69.88
798-9599,PRIORITY_UPSELL_RETENTION,85.46394652717484,HIGH,0.015464884239161475,0.0,0.8,8,229,60.839999999999996
757-7759,PRIORITY_UPSELL_RETENTION,85.46152067980081,HIGH,0.015384022660027256,0.0,0.8,8,82,69.14
778-7579,PRIORITY_UPSELL_RETENTION,85.80195408516921,HIGH,0.02673180283897385,0.0,1.0,8,222,105.58
779-8895,PRIORITY_UPSELL_RETENTION,85.93439245214678,HIGH,0.031146415071559436,0.2,0.5,2,280,118.00999999999999
779-5757,PRIORITY_UPSELL_RETENTION,86.07470171439861,HIGH,0.035823390479954025,0.5,0.5,0,82,141.51
768-9979,PRIORITY_UPSELL_RETENTION,85.19646277519973,HIGH,0.006548759173324283,0.0,0.7,2,222,31.609999999999996
795-7856,PRIORITY_UPSELL_RETENTION,85.98706851792163,HIGH,0.0329022839307211,0.0,0.5,2,206,128.58
985-9559,PRIORITY_UPSELL_RETENTION,85.45231530918898,HIGH,0.015077176972965841,0.1,0.5,2,92,66.24000000000001
758-9895,PRIORITY_UPSELL_RETENTION,85.4506602599911,HIGH,0.015022008666369794,0.0,0.5,2,228,59.78
779-9575,PRIORITY_UPSELL_RETENTION,85.95827472591472,HIGH,0.031942490863824176,0.6000000000000001,0.5,0,288,120.17999999999999
755-6599,PRIORITY_UPSELL_RETENTION,85.87315233362237,HIGH,0.029105077787412465,0.0,0.7,2,220,113.96
765-9798,PRIORITY_UPSELL_RETENTION,85.44794662622175,HIGH,0.014931554207391565,0.0,0.5,2,22,70.66000000000001
767-9869,PRIORITY_UPSELL_RETENTION,85.91841810660374,HIGH,0.030613936886791464,0.5,0.5,0,86,125.30000000000001
755-6877,PRIORITY_UPSELL_RETENTION,85.38244084694375,HIGH,0.012748028231458389,0.0,0.5,2,22,62.269999999999996
775-9858,PRIORITY_UPSELL_RETENTION,85.4575121736309,HIGH,0.015250405787696531,0.2,0.7,2,262,60.089999999999996
999-8798,PRIORITY_UPSELL_RETENTION,85.91716591206391,HIGH,0.030572197068796714,0.0,0.5,2,62,127.68
798-5798,PRIORITY_UPSELL_RETENTION,85.66577401012196,HIGH,0.02219246700406528,0.0,0.5,2,222,87.35
778-9996,PRIORITY_UPSELL_RETENTION,85.92901347594128,HIGH,0.030967115864708992,0.5,0.5,0,88,121.94
775-7758,PRIORITY_UPSELL_RETENTION,85.3421042548268,HIGH,0.01140347516089288,0.0,1.0,8,226,46.66
778-7655,PRIORITY_UPSELL_RETENTION,85.98390268835384,HIGH,0.03279675627846104,0.1,0.5,2,208,122.97999999999999
757-7595,PRIORITY_UPSELL_RETENTION,85.69864271904513,HIGH,0.023288090634837475,0.30000000000000004,0.5,2,282,86.78
766-6795,PRIORITY_UPSELL_RETENTION,85.89567525816601,HIGH,0.029855841938867096,0.0,0.7,2,20,129.28
775-9976,PRIORITY_UPSELL_RETENTION,85.49009479675847,HIGH,0.016336493225282446,0.30000000000000004,0.5,2,286,60.699999999999996
768-7759,PRIORITY_UPSELL_RETENTION,85.92609988064488,HIGH,0.03086999602149601,0.5,0.5,0,98,122.13
779-9987,PRIORITY_UPSELL_RETENTION,85.45492916132514,HIGH,0.015164305377504664,0.30000000000000004,0.8,8,289,56.34
778-9857,PRIORITY_UPSELL_RETENTION,85.59119575911248,HIGH,0.01970652530374935,0.30000000000000004,0.5,2,282,73.96000000000001
775-9697,PRIORITY_UPSELL_RETENTION,86.1432611776453,HIGH,0.03810870592150991,0.5,0.5,0,208,142.28
788-5558,PRIORITY_UPSELL_RETENTION,85.53190032234372,HIGH,0.01773001074479078,0.0,0.5,2,88,77.42
786-9978,PRIORITY_UPSELL_RETENTION,85.40188085168661,HIGH,0.013396028389553566,0.0,0.7,2,92,62.300000000000004
779-7899,PRIORITY_UPSELL_RETENTION,85.880443696832,HIGH,0.0293481232277336,0.0,0.5,2,222,114.39
755-6976,PRIORITY_UPSELL_RETENTION,86.0197897636659,HIGH,0.033992992122196725,0.1,0.5,2,89,129.23999999999998
787-5868,PRIORITY_UPSELL_RETENTION,85.40495615764101,HIGH,0.01349853858803362,0.0,1.0,8,96,61.58
996-9676,PRIORITY_UPSELL_RETENTION,85.48407072012634,HIGH,0.01613569067087787,0.0,0.5,2,222,64.35
759-7797,PRIORITY_UPSELL_RETENTION,85.7729118529172,HIGH,0.025763728430573344,0.5,0.5,0,222,95.05
999-9799,PRIORITY_UPSELL_RETENTION,85.46326859145691,HIGH,0.015442286381896932,0.0,0.5,2,228,61.49999999999999
776-7899,PRIORITY_UPSELL_RETENTION,85.95667874738075,HIGH,0.03188929157935852,0.1,0.5,2,222,123.31
766-7995,PRIORITY_UPSELL_RETENTION,85.55816114675467,HIGH,0.01860537155848902,0.0,0.5,2,62,82.3
997-9569,PRIORITY_UPSELL_RETENTION,85.96188318944132,HIGH,0.03206277298137721,0.0,0.5,2,228,123.82
787-5957,PRIORITY_UPSELL_RETENTION,85.39665743492809,HIGH,0.013221914497603042,0.0,0.5,2,82,60.74
788-7977,PRIORITY_UPSELL_RETENTION,85.42689692208988,HIGH,0.014229897402996183,0.1,0.5,2,86,63.67
797-6998,PRIORITY_UPSELL_RETENTION,86.01959136699563,HIGH,0.03398637889985402,0.0,0.5,2,89,139.32
958-7857,PRIORITY_UPSELL_RETENTION,85.485908252613,HIGH,0.016196941753766927,0.0,0.7,2,200,66.45
985-9995,PRIORITY_UPSELL_RETENTION,85.43773280619777,HIGH,0.014591093539925867,0.1,0.5,2,62,66.3
799-9967,PRIORITY_UPSELL_RETENTION,85.57177939045486,HIGH,0.01905931301516234,0.30000000000000004,0.5,2,289,66.14
797-5789,PRIORITY_UPSELL_RETENTION,86.17308244235775,HIGH,0.03910274807859161,0.30000000000000004,0.5,2,282,142.38000000000002
757-9989,PRIORITY_UPSELL_RETENTION,85.96887546463797,HIGH,0.03229584882126584,0.6000000000000001,0.5,0,282,122.38
779-7787,PRIORITY_UPSELL_RETENTION,85.47173089682158,HIGH,0.01572436322738631,0.1,0.5,2,98,68.3
985-5785,PRIORITY_UPSELL_RETENTION,85.81253965467717,HIGH,0.027084655155905548,0.4,0.5,0,26,116.56
758-6899,PRIORITY_UPSELL_RETENTION,86.02894558350675,HIGH,0.034298186116891984,0.0,0.5,2,92,139.73999999999998
985-5955,PRIORITY_UPSELL_RETENTION,85.46725402133264,HIGH,0.01557513404442113,0.1,0.5,2,66,69.64
775-5559,PRIORITY_UPSELL_RETENTION,85.50615167453356,HIGH,0.016871722484452054,0.1,0.5,2,222,66.06
755-9998,PRIORITY_UPSELL_RETENTION,85.50460046721902,HIGH,0.016820015573967555,0.1,0.5,2,228,65.52
769-6567,PRIORITY_UPSELL_RETENTION,85.53165024125279,HIGH,0.017721674708426387,0.0,0.5,2,222,70.6
765-5979,PRIORITY_UPSELL_RETENTION,85.39321955019503,HIGH,0.013107318339834076,0.1,0.5,2,26,62.33
785-8997,PRIORITY_UPSELL_RETENTION,85.45585663169553,HIGH,0.015195221056517608,0.4,0.7,0,200,62.38
985-6989,PRIORITY_UPSELL_RETENTION,85.59483218541482,HIGH,0.019827739513827096,0.0,0.5,2,92,85.19
998-6777,PRIORITY_UPSELL_RETENTION,85.34024981414075,HIGH,0.011341660471358324,0.0,0.5,2,88,53.099999999999994
755-8757,PRIORITY_UPSELL_RETENTION,85.83902213824814,HIGH,0.02796740460827119,0.0,0.8,8,22,119.46000000000001
779-9585,PRIORITY_UPSELL_RETENTION,86.1293429931386,HIGH,0.03764476643795303,0.30000000000000004,0.8,8,282,142.0
998-6659,PRIORITY_UPSELL_RETENTION,85.38410227483914,HIGH,0.012803409161304718,0.1,0.5,2,22,58.54
775-5975,PRIORITY_UPSELL_RETENTION,85.89510201854432,HIGH,0.029836733951477554,0.1,0.5,2,88,122.92
776-8577,PRIORITY_UPSELL_RETENTION,85.46213753957261,HIGH,0.015404584652420528,0.0,0.5,2,92,68.30999999999999
797-9965,PRIORITY_UPSELL_RETENTION,85.70581835607473,HIGH,0.023527278535824463,0.0,0.7,2,28,103.44000000000001
766-7597,PRIORITY_UPSELL_RETENTION,85.88092815895554,HIGH,0.029364271965184707,0.0,0.7,2,98,121.76
985-7996,PRIORITY_UPSELL_RETENTION,85.5990528504929,HIGH,0.019968428349763354,0.1,0.8,8,92,80.13999999999999
797-9998,PRIORITY_UPSELL_RETENTION,85.4680095940956,HIGH,0.015600319803186873,0.0,0.8,8,228,61.49
999-7778,PRIORITY_UPSELL_RETENTION,85.44429189194888,HIGH,0.014809729731629187,0.4,0.5,0,60,68.16
799-8985,PRIORITY_UPSELL_RETENTION,85.48489649938402,HIGH,0.016163216646134057,0.0,0.7,2,88,72.98
996-5778,PRIORITY_UPSELL_RETENTION,85.60657864053582,HIGH,0.0202192880178604,0.30000000000000004,0.8,9,282,75.56
998-6955,PRIORITY_UPSELL_RETENTION,85.3013435213627,HIGH,0.010044784045423368,0.0,0.7,2,69,49.949999999999996
778-7588,PRIORITY_UPSELL_RETENTION,85.38937026551747,HIGH,0.012979008850582327,0.0,0.8,8,98,58.58
769-7799,PRIORITY_UPSELL_RETENTION,85.47999745693724,HIGH,0.01599991523124129,0.0,0.5,2,222,63.3
999-8987,PRIORITY_UPSELL_RETENTION,85.39741304612491,HIGH,0.013247101537497074,0.1,0.8,8,22,62.900000000000006
779-7599,PRIORITY_UPSELL_RETENTION,85.50685178627174,HIGH,0.016895059542391358,0.0,0.5,2,22,77.53
799-7968,PRIORITY_UPSELL_RETENTION,85.88075355990725,HIGH,0.029358451996908248,0.2,0.5,2,288,110.57000000000001
999-9679,PRIORITY_UPSELL_RETENTION,86.01474169517,HIGH,0.03382472317233346,0.0,0.7,2,22,142.59
757-6887,PRIORITY_UPSELL_RETENTION,86.13988025899036,HIGH,0.037996008633012036,0.1,0.5,2,228,142.44
958-9878,PRIORITY_UPSELL_RETENTION,85.95457373421698,HIGH,0.03181912447389951,0.5,0.5,0,202,123.7
795-9559,PRIORITY_UPSELL_RETENTION,85.44616808906167,HIGH,0.014872269635389172,0.0,1.0,8,202,61.86
786-5898,PRIORITY_UPSELL_RETENTION,85.42788496530926,HIGH,0.014262832176975217,0.5,0.5,0,62,65.07
777-5857,PRIORITY_UPSELL_RETENTION,86.13825897336399,HIGH,0.037941965778799845,0.1,0.5,2,222,141.34
788-7795,PRIORITY_UPSELL_RETENTION,85.99342740897136,HIGH,0.0331142469657119,0.0,0.5,2,208,129.3
787-9657,PRIORITY_UPSELL_RETENTION,85.67032041994437,HIGH,0.02234401399814582,0.5,0.5,0,220,86.82
798-8895,PRIORITY_UPSELL_RETENTION,85.88638590602015,HIGH,0.02954619686733835,0.4,0.5,0,98,122.06
775-6997,PRIORITY_UPSELL_RETENTION,85.90342627364276,HIGH,0.030114209121425664,0.4,0.5,0,26,127.62
999-5958,PRIORITY_UPSELL_RETENTION,85.45430008210857,HIGH,0.015143336070285583,0.0,0.8,8,29,70.69
996-8789,PRIORITY_UPSELL_RETENTION,85.50359270459711,HIGH,0.016786423486570126,0.1,0.8,8,29,76.13
985-9958,PRIORITY_UPSELL_RETENTION,85.55579517618918,HIGH,0.01852650587297258,0.1,0.5,2,209,68.67999999999999
789-5775,PRIORITY_UPSELL_RETENTION,85.86409854641148,HIGH,0.02880328488038296,0.1,0.5,2,28,118.35999999999999
958-9979,PRIORITY_UPSELL_RETENTION,85.39096631428322,HIGH,0.013032210476107265,0.0,0.5,2,228,52.06000000000001
757-7587,PRIORITY_UPSELL_RETENTION,85.3689719377109,HIGH,0.012299064590363213,0.0,1.0,6,208,51.43
757-8767,PRIORITY_UPSELL_RETENTION,85.44134680247437,HIGH,0.01471156008247882,0.0,1.0,8,92,66.56
798-7879,PRIORITY_UPSELL_RETENTION,85.41501455944355,HIGH,0.01383381864811819,0.1,0.8,8,68,62.88
778-7759,PRIORITY_UPSELL_RETENTION,85.4590132029408,HIGH,0.015300440098026308,0.0,0.5,2,92,68.44
787-9869,PRIORITY_UPSELL_RETENTION,85.93757411502462,HIGH,0.03125247050082062,0.5,0.5,0,222,121.04
779-6677,PRIORITY_UPSELL_RETENTION,85.41138629651164,HIGH,0.013712876550387765,0.0,0.8,8,229,54.870000000000005
779-9957,PRIORITY_UPSELL_RETENTION,85.86749953433231,HIGH,0.028916651144410395,0.0,0.5,2,222,112.52
797-7856,PRIORITY_UPSELL_RETENTION,85.42088250126697,HIGH,0.014029416708899171,0.0,0.5,2,22,66.78
797-6789,PRIORITY_UPSELL_RETENTION,85.33634398017178,HIGH,0.01121146600572584,0.0,0.5,2,69,53.519999999999996
769-9898,PRIORITY_UPSELL_RETENTION,85.5042346492601,HIGH,0.01680782164200327,0.0,0.5,2,68,74.86
799-9999,PRIORITY_UPSELL_RETENTION,86.01446992746313,HIGH,0.03381566424877089,0.1,0.5,2,28,136.26
989-9997,PRIORITY_UPSELL_RETENTION,85.4508325373891,HIGH,0.015027751246303345,0.0,1.0,8,222,61.26
775-9879,PRIORITY_UPSELL_RETENTION,85.88419096666198,HIGH,0.029473032222065654,0.1,0.5,2,82,117.46999999999998
998-6799,PRIORITY_UPSELL_RETENTION,86.01984942593639,HIGH,0.03399498086454636,0.1,0.5,2,96,137.56
767-8968,PRIORITY_UPSELL_RETENTION,85.9641644126279,HIGH,0.03213881375426314,0.2,1.0,8,286,123.08000000000001
779-9587,PRIORITY_UPSELL_RETENTION,85.62612059541536,HIGH,0.020870686513845348,0.0,0.8,8,98,88.67999999999999
766-7758,PRIORITY_UPSELL_RETENTION,85.5864952864018,HIGH,0.01954984288005994,0.1,0.5,2,98,83.32
795-6995,PRIORITY_UPSELL_RETENTION,85.56969681766377,HIGH,0.01898989392212566,0.0,0.5,2,209,75.32
796-7656,PRIORITY_UPSELL_RETENTION,85.39550229682517,HIGH,0.013183409894172389,0.0,0.5,2,92,59.6
778-5557,PRIORITY_UPSELL_RETENTION,85.8869071174355,HIGH,0.029563570581183106,0.1,0.5,2,28,120.47
778-5688,PRIORITY_UPSELL_RETENTION,85.44870079421341,HIGH,0.01495669314044707,0.0,0.5,2,62,68.23
998-9876,PRIORITY_UPSELL_RETENTION,85.82161988281929,HIGH,0.027387329427309818,0.2,0.7,2,262,106.54
985-7895,PRIORITY_UPSELL_RETENTION,85.60677324395378,HIGH,0.020225774798459335,0.1,0.8,8,228,74.55
755-5969,PRIORITY_UPSELL_RETENTION,85.5938517245107,HIGH,0.019795057483689947,0.5,0.5,0,229,76.84
768-7555,PRIORITY_UPSELL_RETENTION,85.39237641028666,HIGH,0.013079213676221727,0.0,0.7,2,22,64.27000000000001
799-9885,PRIORITY_UPSELL_RETENTION,85.44567383957532,HIGH,0.014855794652510468,0.1,0.5,2,82,66.00999999999999
775-5999,PRIORITY_UPSELL_RETENTION,85.43465096351079,HIGH,0.01448836545035957,0.0,0.5,2,26,68.37
988-9559,PRIORITY_UPSELL_RETENTION,85.50105728333239,HIGH,0.016701909444413108,0.1,0.5,2,28,75.86
778-9755,PRIORITY_UPSELL_RETENTION,85.46861969184168,HIGH,0.015620656394722914,0.0,0.5,2,222,62.38
775-6989,PRIORITY_UPSELL_RETENTION,86.02148957618927,HIGH,0.0340496525396424,0.5,0.5,0,229,125.46999999999998
997-5998,PRIORITY_UPSELL_RETENTION,85.46886760600901,HIGH,0.015628920200300274,0.1,0.5,2,98,68.13
799-7997,PRIORITY_UPSELL_RETENTION,85.49330655735803,HIGH,0.016443551911934334,0.0,0.5,2,68,73.78
795-9998,PRIORITY_UPSELL_RETENTION,86.07685801660419,HIGH,0.03589526722013971,0.1,0.5,2,62,142.95999999999998
